Name,Street,City,State,Zip,Type,Latitude,Longitude
The Joint by Cannabis,4745 W 38th Ave,Denver,CO,80212,Undisclosed,39.7695643,-105.048464
JP Wellness,1741 S Academy Blvd,Colorado Springs,CO,80916,Medical,38.8072235,-104.7576416
Karing Kind,5854 Rawhide Ct,Boulder,CO,80302,Recreational,41.66704,-72.66648
Karmaceuticals,4 S Santa Fe Dr,Denver,CO,80223,Undisclosed,39.7164416,-104.9984687
Kaya Cannabis,3937 W Colfax,Denver,CO,80204,Undisclosed,39.74049,-105.0390874
Kaya Cannabis,1075 S Fox,Denver,CO,80223,Undisclosed,39.696888,-104.994519
Kaya Cannabis,12018 W Jewell Ave,Lakewood,CO,80228,Medical,39.682017,-105.1293189
KindCare of Colorado,6617 S College Ave,Fort Collins,CO,80525,Undisclosed,40.4943803,-105.0774982
The Kind Castle,98 Peak to Peak Hwy,Nederland,CO,80466,Undisclosed,39.9604042,-105.5106231
The Kind Castle,248 E 1st St,Parachute,CO,81635,Recreational,39.4539045,-108.051039
Kind Love,4380 E Alameda Ave,Denver,CO,80246,Undisclosed,39.7109478,-104.9364446
Kind Meds,260 Santa Fe Dr,Denver,CO,80223,Medical,39.7202956,-104.998471
Kind Pain Management,2636 Youngfield St,Lakewood,CO,80215,Undisclosed,39.7547316,-105.1420901
Kinfolk Farms,83 Davidson Creek Rd,Durango,CO,81301,Recreational,37.2292436,-107.8254408
Kush Gardens,4550 US-6,De Beque,CO,81630,Undisclosed,39.292409,-108.210688
KrystaLeaves,5301 Vasquez Blvd,Commerce City,CO,80022,Undisclosed,39.7937776,-104.9395528
LaConte’s Clone,105 E Seventh Ave,Denver,CO,80203,Undisclosed,39.727352,-104.986069
Lakeshore Cannabis,2517 Sheridan Blvd,Edgewater,CO,80214,Undisclosed,39.7536774,-105.0533392
Laughing Grass,1110 W Virginia Ave Unit 1,Denver,CO,80223,Recreational,39.7074693,-104.9995618
Leiffa,7063 W Colfax Ave,Lakewood,CO,80214,Medical,39.7401621,-105.0750108
Levels Medical Dispensary,389 Wadsworth Blvd,BLakewood,CO,80226,Undisclosed,39.707537,-105.081562
Levity Wellness,426 W Fillmore St,Colorado Springs,CO,80907,Medical,38.8758339,-104.8287678
Life Flower Dispensary,4960 Leetsdale Drive,Glendale,CO,80246,Undisclosed,39.7085778,-104.929926
Lightshade,16821 E Iliff Ave,Aurora,CO,80013,Recreational,39.6737491,-104.7920714
Lightshade,503 Havana St,Aurora,CO,80010,Recreational,39.7234623,-104.8660225
Lightshade,745 E Sixth Ave,Denver,CO,80203,Recreational,39.725691,-104.978287
Lightshade,12075 40th Ave,Denver,CO,80239,Undisclosed,39.7731327,-104.848483
Lightshade,3950 Holly St,Denver,CO,80207,Undisclosed,39.7717323,-104.922206
Lightshade,5885 E Evans Ave,Denver,CO,80222,Undisclosed,39.678537,-104.9190832
Lightshade,330 S Dayton St,Denver,CO,80247,Undisclosed,39.7083473,-104.8749307
Lightshade,1126 S Sheridan Blvd,Denver,CO,80232,Undisclosed,39.696239,-105.0531154
Lightshade,9364 Federal Blvd,Federal Heights,CO,80260,Undisclosed,39.8663613,-105.0249131
Lit Dispensary,2001 S Broadway,Denver,CO,80210,Undisclosed,39.680203,-104.987677
Lit Dispensary,1630 Federal Blvd,Denver,CO,80204,Undisclosed,39.7430055,-105.024686
LivWell Enlightened Health Marijuana Dispensary,1401 Peoria St,Aurora,CO,80010,Recreational,39.7390625,-104.8474527
LivWell Enlightened Health Marijuana Dispensary,19201 E Colfax Ave,Aurora,CO,80011,Recreational,39.740333,-104.7669953
LivWell Marijuana Dispensary,1015 N Second St,Berthoud,CO,80513,Undisclosed,40.311252,-105.076176
LivWell Marijuana Dispensary,403 N Circle Dr,Colorado Springs,CO,80909,Medical,38.8381602,-104.7757999
LivWell Marijuana Dispensary,570 N Murray Blvd,Colorado Springs,CO,80915,Medical,38.8413395,-104.74814
LivWell Enlightened Health Marijuana Dispensary,3234 N Nevada Ave,Colorado Springs,CO,80907,Medical,38.8781548,-104.8183845
LivWell Marijuana Dispensary,5846 Dahlia St,Commerce City,CO,80022,Recreational,39.8029793,-104.9313026
LivWell Marijuana Dispensary,1819 E Main,Cortez,CO,81321,Recreational,37.348835,-108.563427
LivWell Marijuana Dispensary,432 S Broadway,Denver,CO,80209,Undisclosed,39.7087261,-104.987325
LivWell Marijuana Dispensary,5926 E Colfax Ave,Denver,CO,80220,Undisclosed,39.740062,-104.918636
LivWell Marijuana Dispensary,1941 W Evans Ave,Denver,CO,80223,Undisclosed,39.678723,-105.0102626
LivWell Enlightened Health Marijuana Dispensary,2863 Larimer St,Denver,CO,80205,Recreational,39.7613604,-104.9820577
LivWell Marijuana Dispensary,3955 Oneida St,Denver,CO,80207,Undisclosed,39.7718876,-104.9080087
LivWell Enlightened Health Marijuana Dispensary,1660 Pearl St,Denver,CO,80203,Undisclosed,39.7428441,-104.9796119
LivWell Marijuana Dispensary,6651 Tower Road,Denver,CO,80249,Recreational,39.8169207,-104.7724593
LivWell Marijuana Dispensary,3980 Franklin St,Denver,CO,80205,Undisclosed,39.7725872,-104.968284
LivWell Enlightened Health Marijuana Dispensary,8860 Federal Blvd Ste 66E,Federal Heights,CO,80260,Recreational,39.8573581,-105.0238597
LivWell Marijuana Dispensary,900 N College Ave,Fort Collins,CO,80524,Undisclosed,40.5988505,-105.0760529
LivWell Marijuana Dispensary,2647 Eighth Ave,Garden City,CO,80631,Undisclosed,40.39418,-104.69122
LivWell Marijuana Dispensary,449 Railroad Ave,Marcos,CO,81328,Recreational,37.347145,-108.293924
LivWell Marijuana Dispensary,2565 N I-25 Exit 104,Pueblo,CO,81008,Recreational,37.770987,-104.801748
LivWell Marijuana Dispensary,1239 Southgate Pl,Pueblo,CO,81004,Recreational,38.217382,-104.623381
LivWell Marijuana Dispensary,124 Santa Fe Trail,Trinidad,CO,81082,Recreational,37.1663727,-104.5097605
Little Brown House,1995 S Broadway,Denver,CO,80210,Medical,39.6805176,-104.9879123
The Lodge Cannabis,3944 High St,Denver,CO,80205,Undisclosed,39.7720368,-104.9644357
The Lodge,82 S Federal Blvd,Denver,CO,80219,Undisclosed,39.71493,-105.024985
LoDo Wellness Center,1617 Wazee St,Denver,CO,80202,Undisclosed,39.7516552,-104.9997063
Loud Dispensary,5385 Quebec St,Commerce City,CO,80022,Undisclosed,39.7932506,-104.9036439
LOVA Aurora,19005 E Quincy Ave,Aurora,CO,80015,Undisclosed,39.6389644,-104.7664399
LOVA Downtown,2042 Arapahoe Street,Denver,CO,80205,Undisclosed,39.7520306,-104.9898143
LOVA Colfax,3121 E Colfax Avenue,Denver,CO,80206,Undisclosed,39.7404078,-104.950598
LOVA Sheridan,446 Sheridan Boulevard,Denver,CO,80226,Undisclosed,39.723246,-105.0529008
LOVA Edgewater,2045 Sheridan Boulevard,Edgewater,CO,80214,Undisclosed,39.7487511,-105.0536559
Lucky Monkey Buds,137 W Cedar St,Trinidad,CO,81082,Recreational,37.1708477,-104.5075388
M&M,422 N Commercial St,Trinidad,CO,81082,Recreational,37.1715029,-104.506801
Maggie’s Farm,3055 E US Hwy 50,Canon City,CO,81212,Medical,38.447019,-105.19761
Maggie’s Farm,818 E Fillmore,Colorado Springs,CO,80907,Undisclosed,38.8743618,-104.8095212
Maggie’s Farm,1420 S Nevada Ave,Colorado Springs,CO,80905,Undisclosed,38.8136622,-104.8225312
Maggie’s Farm,141 Manitou Ave Hwy 24,Manitou Springs,CO,80829,Undisclosed,38.858357,-104.895638
Maggie’s Farm,1400 Santa Fe Dr,Pueblo,CO,81006,Undisclosed,38.245592,-104.583711
Maggie’s Farm,4803 North I-25,Pueblo,CO,81008,Undisclosed,37.059855,-104.523207
Maggie’s Farm,74 N Component Dr Suite 170,Pueblo West,CO,81007,Undisclosed,38.350002,-104.722755
Magic City Cannabis,3819 Quentin St,Denver,CO,80239,Medical,39.7697633,-104.8450924
Magnolia Road Cannabis,1750 30th St,Boulder,CO,80301,Undisclosed,40.0174738,-105.2538668
Magnolia Road Cannabis,413 N Commercial St,Trinidad,CO,81082,Undisclosed,37.1713575,-104.5069657
Maikoh Holistics,2750 Glenwood Dr Unit 8,Boulder,CO,80304,Recreational,40.0323665,-105.2597227
Makena,2568 S Broadway Ste 5703,Denver,CO,80210,Undisclosed,39.6700836,-104.987477
Mammoth Farms,755 S Federal Blvd,Denver,CO,80219,Undisclosed,39.7029123,-105.0254639
Marquis Cannabis,1909 Broadway St,Boulder,CO,80302,Undisclosed,40.0173803,-105.2798138
Mary Jane’s House,3899 Quentin St,Denver,CO,80239,Recreational,39.770941,-104.844861
Meadows - A Neighborhood Dispensary,2215 E Mississippi Ave,Denver,CO,80210,Undisclosed,39.6966651,-104.961455
Medicine Man,1901 S Havana St,Aurora,CO,80014,Undisclosed,39.6811056,-104.8660541
Medicine Man,4750 Nome St,Denver,CO,80239,Undisclosed,39.7836154,-104.8520906
Medicine Man,500 E Rogers Road,Longmont,CO,80501,Undisclosed,40.1614289,-105.0812342
Medicine Man,130 W 84th Ave,Thornton,CO,80260,Undisclosed,39.8484863,-104.9888001
Mighty Tree,2268 S Delaware St,Denver,CO,80223,Undisclosed,39.6754818,-104.9920287
Mighty Tree,4755 Lipan St,Denver,CO,80211,Medical,39.7824882,-105.0017951
Mile High Dispensary,1350 S Sheridan Blvd Unit 1 & 2,Denver,CO,80232,Undisclosed,39.692173,-105.053134
Mile High Green,852 N Broadway,Denver,CO,80203,Undisclosed,39.729815,-104.987328
Mile High Wellness,2291 S Kalamath St,Denver,CO,80223,Undisclosed,39.6751098,-105.0007235
Mountain Annie’s,157 US-550,Ridgway,CO,81432,Undisclosed,38.1525732,-107.750037
Mountain Medicinals Wellness,2313 Colorado Blvd,Idaho Springs,CO,80452,Recreational,39.7446641,-105.5339435
Native Roots Dispensary,308 S Hunter St,Aspen,CO,81611,Undisclosed,39.1882216,-106.817181
Native Roots Dispensary,41290 US-6,Avon,CO,81620,Undisclosed,39.6205543,-106.469629
Native Roots Dispensary,1146 Pearl St,Boulder,CO,80302,Undisclosed,40.0177033,-105.280149
Native Roots Dispensary,1003 N Academy Blvd,Colorado Springs,CO,80909,Undisclosed,38.8475719,-104.757567
Native Roots Dispensary,3660 Austin Bluffs Pkwy,Colorado Springs,CO,80918,Undisclosed,38.8906273,-104.7581083
Native Roots Dispensary,2209 W 32nd Ave,Denver,CO,80211,Undisclosed,39.7622318,-105.0131405
Native Roots Dispensary,2645 S Santa Fe,Denver,CO,80223,Undisclosed,39.668368,-104.996467
Native Roots Dispensary,7050 Tower Road,Denver,CO,80249,Undisclosed,39.8244547,-104.7717958
Native Roots Dispensary,5610 W 20th Ave,Edgewater,CO,80214,Undisclosed,39.7475532,-105.0581482
Native Roots Dispensary,861 Summit Blvd,Frisco,CO,80443,Undisclosed,39.5859127,-106.0945112
Native Roots Dispensary,7870 W Quincy Ave,Littleton,CO,80123,Undisclosed,39.6382373,-105.084801
Native Roots Dispensary,19 S Sunset St,Longmont,CO,80501,Undisclosed,40.1583926,-105.1214422
Native Roots Dispensary,850 Little Beaver Trail,Silverthorne,CO,80948,Undisclosed,39.636292,-106.072219
Native Roots Dispensary,3140 Santa Fe Trail,Trinidad,CO,81082,Undisclosed,37.1625198,-104.5117745
Natural Alternatives for Health,6712 S College Ave,Fort Collins,CO,80525,Undisclosed,40.4930146,-105.0769588
Nature’s Gift Shop,148 E Assembly Dr,Pueblo,CO,81007,Undisclosed,38.340488,-104.736804
Nature’s Herbs and Wellness,522 27th St,Greeley,CO,80631,Undisclosed,40.3942101,-104.6630567
Nature’s Herbs and Wellness,540 27th St,Garden City,CO,80631,Undisclosed,40.3944806,-104.6866871
Nature’s Medicine,230 W 16th St,Salida,CO,81201,Recreational,38.5245692,-106.0053735
NuVue Pharma,4740 Dillon Dr,Pueblo,CO,81008,Undisclosed,38.317696,-104.6118152
Oasis Cannabis Superstore,6359 E Evans Ave,Denver,CO,80222,Undisclosed,39.6787321,-104.9145331
Oasis Cannabis Superstore,5440 W 44th Ave,Mountain View,CO,80212,Undisclosed,39.7765226,-105.0560465
OG Medicinals,4995 Lima St,Denver,CO,80239,Undisclosed,39.7878023,-104.857026
Options Medical Center,9085 W 44th Ave,Wheat Ridge,CO,80033,Undisclosed,39.778158,-105.098401
Options Recreational Dispensary,5290 Arapahoe Ave Unit J,Boulder,CO,80303,Undisclosed,40.0141266,-105.2296323
Organic Alternatives - Recreational & Medical Marijuana Dispensary,346 E Mountain Ave,Fort Collins,CO,80524,Undisclosed,40.5870952,-105.0730597
Organix,1795 Airport Rd Unit A2,Breckenridge,CO,80424,Undisclosed,39.510148,-106.052019
The Other Place is Greener,466 W Main St,Trinidad,CO,81082,Recreational,37.1669529,-104.5088044
Palmer Lake Wellness,855 Highway 105,Palmer Lake,CO,80133,Medical,39.1183145,-104.9110613
The Peaceful Choice,7464 Arapahoe Rd,Boulder,CO,80303,Medical,40.0145433,-105.1788976
Peak Dispensary,260 Broadway St,Denver,CO,80203,Undisclosed,39.7328098,-104.9874073
Peak Dispensary,140 Railroad St,Sedgwick,CO,80749,Undisclosed,40.93317,-102.5259578
Pig ‘N’ Whistle,4801 W Colfax Ave,Denver,CO,80204,Undisclosed,39.7406439,-105.0489717
Pikes Peak Cannabis Caregivers,3715 Drennan Rd,Colorado Springs,CO,80910,Medical,38.7816224,-104.7585924
PotCo Dispensary,11101 E 51st Ave,Denver,CO,80239,Medical,39.7906535,-104.8586246
Prohibition Herb,1185 Camino del Rio,Durango,CO,81301,Recreational,37.276761,-107.881718
Pueblo West Organics,609 E Enterprise Dr,Pueblo,CO,81007,Recreational,38.3289224,-104.7178382
Pure Harvest Cannabis,1077 CR-308,Dumont,CO,80436,Recreational,39.7654763,-105.605962
Pure Marijuana Dispensary,505 W 40th Ave,Denver,CO,80215,Undisclosed,39.771809,-104.9938517
Pure Marijuana Dispensary,1133 Bannock St,Denver,CO,80204,Undisclosed,39.7343595,-104.990354
Pure Marijuana Dispensary,5702 E Colfax,Denver,CO,80220,Undisclosed,39.740064,-104.921645
Pure Marijuana Dispensary,4571 Ivy St,Denver,CO,80216,Undisclosed,39.7797903,-104.9201432
Pure Marijuana Dispensary,2553 Sheridan Boulevard,Edgewater,CO,80214,Undisclosed,39.754027,-105.0536213
Quality Choice Dispensaries,2398 E Boulder St,Colorado Springs,CO,80909,Medical,38.8385522,-104.7828918
Quality Choice Dispensaries,1905 N Academy Blvd,Colorado Springs,CO,80909,Medical,38.8598667,-104.7574428
Reefer Madness,4401 E 46th Ave Unit B,Denver,CO,80216,Undisclosed,39.780559,-104.934751
The Retreat - a Strainwise Dispensary,2420 S Colorado Blvd,Denver,CO,80222,Undisclosed,39.6725348,-104.9405939
The Ridge - a Strainwise Dispensary,10185 W 49th Ave,Wheat Ridge,CO,80033,Undisclosed,39.7857131,-105.1119853
RiNo Supply Company,3100 Blake St,Denver,CO,80205,Undisclosed,39.7645213,-104.9807579
River Rock Cannabis,990 W 6th Ave,Denver,CO,80204,Undisclosed,39.7256249,-104.9998855
River Rock Cannabis,4935 York St,Denver,CO,80216,Undisclosed,39.7859276,-104.9593869
Rocky Farms,1709 Swink Ave,Rocky Ford,CO,81067,Undisclosed,38.0503815,-103.7094306
Rocky Mountain Blaze,78 Precision Dr,Pueblo West,CO,81007,Undisclosed,38.335732,-104.727007
Rocky Mountain Cannabis,183 W Alameda Ave,Denver,CO,80223,Undisclosed,39.7114502,-104.9919315
Rocky Mountain Cannabis,420 Brontosaurus Blvd,Dinosaur,CO,81610,Recreational,40.2450736,-109.0045824
Rocky Mountain Cannabis,228 Byers Ave,Fraser,CO,80442,Undisclosed,39.9452945,-105.8159995
Rocky Mountain Cannabis,901 W New York Ave,Gunnison,CO,81230,Undisclosed,38.543197,-106.937586
Rocky Mountain Cannabis,153 N Highway 550,Ridgway,CO,81432,Recreational,38.085712,-107.704244
Rocky Mountain Cannabis,614 Arizona Ave,Trinidad,CO,81082,Undisclosed,37.1735451,-104.5086716
Rocky Mountain High Dispensary,615 Buggy Circle Unit D,Carbondale,CO,81623,Recreational,39.409005,-107.2206395
Rocky Mountain High Dispensary,1201 20th Street,Denver,CO,80202,Recreational,39.7526077,-104.9917111
Rocky Mountain High Dispensary,6666 E Stapleton South Drive,Denver,CO,80216,Recreational,39.777979,-104.922292
Rocky Mountain High Dispensary,1233 W Alameda Ave,Denver,CO,80223,Recreational,39.7112625,-105.0022635
Rocky Mountain High Dispensary,1536 Wazee St,Denver,CO,80202,Undisclosed,39.7505924,-105.0006884
Rocky Mountain High Dispensary,120 East 36th Street,Durango,CO,81301,Recreational,37.3047649,-107.8670278
Rocky Mountain High Dispensary,305 Jody Ct,Montrose,CO,81401,Medical,38.528244,-107.9321968
Rocky Road,2489 S Academy Blvd,Colorado Springs,CO,80910,Medical,38.7979118,-104.7576729
Rocky Road,3901 E 112th Ave Unit G,Thornton,CO,80233,Undisclosed,39.8994482,-104.9413092
Rocky Road Remedies,1712 S Chambers Rd,Aurora,CO,80017,Undisclosed,39.6853654,-104.8097885
Roll Up Dispensary,4500 Washington St,Denver,CO,80216,Undisclosed,39.7786574,-104.9787511
Roots RX,40690 Hwy 6,Avon,CO,81620,Recreational,39.622741,-106.484125
Roots RX,400 E Hyman Unit A102,Aspen,CO,81611,Recreational,39.1900656,-106.8245768
Roots RX,165 Southside Drive,Basalt,CO,81611,Recreational,39.3632554,-107.0372127
Roots RX,210 Edwards Village Blvd,Edwards,CO,81620,Recreational,39.6433726,-106.596893
Roots RX,1198 B N Main,Gunnison,CO,81230,Recreational,38.555258,-106.926906
Roots RX,145 Front St,Leadville,CO,80461,Recreational,39.240585,-106.300497
Seattle Marijuana Dispensary,7289 E Hampden Ave,Denver,CO,80224,Undisclosed,39.653196,-104.9036547
Seed & Smith,5070 Oakland St,Denver,CO,80239,Undisclosed,39.7898678,-104.8502068
Serene Wellness,79025 US-40 Unit 5&6,Granby,CO,80482,Medical,39.408708,-105.324945
The Shelter - a Strainwise Dispensary,4095 Jackson St,Denver,CO,80216,Undisclosed,39.773705,-104.9433607
Silver Stem Fine Cannabis,5275 Quebec St Unit 105,Commerce City,CO,80022,Recreational,39.7922672,-104.9038301
Silver Stem Fine Cannabis,8151 E Colfax Ave,Denver,CO,80220,Undisclosed,39.7403083,-104.893082
Silver Stem Fine Cannabis,3702 W Quincy Ave,Denver,CO,80236,Undisclosed,39.6384406,-105.0360613
Silver Stem Fine Cannabis,2800 W Hampden Ave,Englewood,CO,80110,Recreational,39.653176,-104.9987553
Silver Stem Fine Cannabis,511 Zerex St,Fraser,CO,80442,Recreational,39.9434451,-105.8112687
Silver Stem Fine Cannabis,1086 W Littleton Blvd,Littleton,CO,80120,Recreational,39.6129344,-105.0002029
Silver Stem Fine Cannabis,1 W 1st St,Nederland,CO,80466,Recreational,39.9620195,-105.5106386
Simply Pure Denver Dispensary,2000 W 32nd Ave,Denver,CO,80211,Recreational,39.7618722,-105.0113943
Smokey's 420 House,5740 S College Ave,Fort Collins,CO,80525,Undisclosed,40.5068875,-105.0768224
Smokey’s 420 House,2515 Seventh Ave,Greeley,CO,80631,Undisclosed,40.396856,-104.689776
Smokin Gun Apothecary,492 S Colorado Blvd,Glendale,CO,80246,Undisclosed,39.7077895,-104.940226
Solace Meds,301 Smokey St Unit A,Fort Collins,CO,80525,Undisclosed,40.5064281,-105.0742571
Solace Meds,4845 N Van Gordon St,Wheat Ridge,CO,80033,Undisclosed,39.784556,-105.135583
Soma Colorado,423 Belleview Ave,Crested Butte,CO,81224,Recreational,38.8671255,-106.9837181
Spark Dispensary,3900 E 48th Ave,Denver,CO,80216,Recreational,39.7836919,-104.9419116
The Spot 420,453 N Commercial St,Trinidad,CO,81082,Recreational,37.1717337,-104.5071278
The Spring,15 Colorado Blvd,Idaho Springs,CO,80452,Recreational,39.7443268,-105.5327816
Standing Akimbo,3801 Jason St,Denver,CO,80211,Medical,39.7694321,-104.9995987
Star Buds Recreational Marijuana Dispensary,14655 E Arapahoe Rd,Aurora,CO,80016,Undisclosed,39.595637,-104.8185486
Star Buds Recreational Marijuana Dispensary,10100 E Montview Blvd,Aurora,CO,80010,Undisclosed,39.7471232,-104.8701981
Star Buds Recreational Marijuana Dispensary,5844 Dahlia St,Commerce City,CO,80022,Undisclosed,39.8029479,-104.9313073
Star Buds Recreational Marijuana Dispensary,4690 Brighton Blvd,Denver,CO,80216,Undisclosed,39.781709,-104.9665647
Star Buds Recreational Marijuana Dispensary,1451 Cortez St,Denver,CO,80221,Undisclosed,39.831953,-105.005903
Star Buds Recreational Marijuana Dispensary,1640 E Evans Ave,Denver,CO,80210,Undisclosed,39.6784042,-104.9682384
Star Buds Recreational Marijuana Dispensary,5238 W 44th Ave,Denver,CO,80212,Undisclosed,39.776569,-105.0524011
Star Buds Recreational Marijuana Dispensary,420 Bent Ave,Las Animas,CO,81054,Undisclosed,38.0686313,-103.2197909
Star Buds Recreational Marijuana Dispensary,7521 Ute Hwy,Longmont,CO,80503,Undisclosed,40.203279,-105.1406382
Star Buds Recreational Marijuana Dispensary,1156 W Dillon Rd,Louisville,CO,80027,Undisclosed,39.9606744,-105.1668223
Star Buds Recreational Marijuana Dispensary,6924 N 79th St,Niwot,CO,80503,Undisclosed,40.1287909,-105.1689655
Star Buds Recreational Marijuana Dispensary,611 E 6th St,Ordway,CO,81063,Undisclosed,38.2216324,-103.754705
Star Buds Recreational Marijuana Dispensary,30899 US 50 Business,Pueblo,CO,81006,Undisclosed,38.2449139,-104.4977873
Star Buds Recreational Marijuana Dispensary,4305 Thatcher Ave,Pueblo,CO,81005,Undisclosed,38.258452,-104.665912
Star Buds Recreational Marijuana Dispensary,428 S McCulloch Blvd,Pueblo West,CO,81007,Undisclosed,38.31907,-104.7488765
Star Buds Recreational Marijuana Dispensary,1315 Elm Ave,Rocky Ford,CO,81067,Undisclosed,38.050972,-103.7121578
Star Buds Recreational Marijuana Dispensary,9000 N Federal Blvd,Westminster,CO,80260,Undisclosed,39.859888,-105.024982
The Station,1701 Elm Ave Rocky Ford,Rocky Ford,CO,81067,Recreational,38.0489337,-103.7096208
Stellar Cannabis Company,1395 S Sheridan Blvd,Lakewood,CO,80232,Medical,39.6889078,-105.0532828
Sticky Fingerz,3954 Williams St,Denver,CO,80205,Undisclosed,39.7723732,-104.9656898
Stone Dispensary,4820 Morrison Road,Denver,CO,80219,Undisclosed,39.6992645,-105.0487374
Strawberry Fields Cannabis,3435 S Yosemite St,Denver,CO,80231,Recreational,39.6547608,-104.8851018
Strawberry Fields Cannabis,909 Country Road 308,Dumont,CO,80436,Recreational,39.765723,-105.61112
Strawberry Fields Cannabis,2285 N Interstate 25,Pueblo,CO,81008,Recreational,38.3380009,-104.6201045
Strawberry Fields Cannabis,4116 Nature Center Rd,Pueblo,CO,81003,Recreational,38.2733858,-104.6648238
Strawberry Fields Cannabis,116 Santa Fe Trail,Trinidad,CO,81082,Recreational,37.1664085,-104.5097427
Sugarloaf Dispensary,411 N Commercial St,Trinidad,CO,81082,Recreational,37.1713384,-104.5069583
Telluride Bud Company,3473 Main Avenue,Durango,CO,81301,Recreational,37.3035885,-107.8692269
Telluride Bud Company,135 S Spruce St,Telluride,CO,81435,Recreational,37.9362875,-107.8101447
Terps Dispensary,1000 W Fillmore St #105,Colorado Springs,CO,80907,Medical,38.8764509,-104.8390225
Terps Dispensary,38 N Silicon Dr,Pueblo,CO,81007,Recreational,38.330512,-104.716068
Terrapin Care Station,11091 E Mississippi Ave,Aurora,CO,80012,Recreational,39.6970926,-104.8595499
Terrapin Care Station,11900 E 33rd Ave,Aurora,CO,80010,Recreational,39.7632007,-104.8495745
Terrapin Care Station,1795 Folsom St,Boulder,CO,80302,Recreational,40.0171972,-105.2630855
Terrapin Care Station,5370 Manhattan Cir #104,Boulder,CO,80303,Undisclosed,39.9848551,-105.2274969
Terrapin Care Station,1 Broadway #A150,Denver,CO,80203,Recreational,39.7169093,-104.9877557
Terrapin Care Station,650 20th Ave,Longmont,CO,80501,Recreational,40.1942077,-105.1033406
Three Rivers,1714 Santa Fe Dr,Pueblo,CO,81006,Undisclosed,38.2499983,-104.6012742
Three Rivers,83 N Magneto Dr,Pueblo,CO,81007,Undisclosed,38.335297,-104.724494
Today’s Health Care,975 W Fillmore St,Colorado Springs,CO,80907,Undisclosed,38.8762841,-104.8392531
Trees Dispensary,5005 S Federal Blvd,Englewood,CO,80110,Undisclosed,39.6255845,-105.0259317
Trill Alternatives,1537 Pearl St Unit B,Boulder,CO,80302,Recreational,40.0190262,-105.275154
Trinidad’s Higher Calling U,1000 Independence Rd,Trinidad,CO,81082,Undisclosed,37.1908155,-104.4966271
Tumbleweed Dispensary,304 Hwy 133,Carbondale,CO,81623,Recreational,39.410218,-107.221412
Tumbleweed Dispensary,316 W Victory Way,Craig,CO,81625,Recreational,40.514148,-107.5510454
Tumbleweed Dispensary,2185 24 1/2 Rd,De Beque,CO,81630,Recreational,39.287283,-108.225194
Tumbleweed Dispensary,12 Eagle Park Dr,Eagle,CO,81631,Recreational,39.662886,-106.8195807
Tumbleweed Dispensary,57 Edwards Access Rd Suite 20,Edwards,CO,81632,Recreational,39.645061,-106.5937367
Tumbleweed Dispensary,842 N Summit Blvd Unit 13,Frisco,CO,80443,Recreational,39.5928612,-106.0941956
Tumbleweed Dispensary,150 S Columbine Ct Suite 100,Parachute ,CO,81635,Recreational,39.4531515,-108.0459798
Tumbleweed Dispensary,2093 Curve Plaza 103,Steamboat Springs,CO,80487,Recreational,40.499787,-106.856965
TweedLeaf,5565 Arapahoe Ave,Boulder,CO,80303,Undisclosed,40.0151539,-105.2236498
TweedLeaf,5495 N Academy Blvd,Colorado Springs,CO,80918,Undisclosed,38.9073881,-104.7831342
TweedLeaf,1602 W Colorado Ave,Colorado Springs,CO,80904,Undisclosed,38.8398803,-104.8498116
The Underground Station,439 N Commercial St,Trinidad,CO,81082,Undisclosed,37.1716032,-104.5070683
Universal Herbs,800 Park Ave W,Denver,CO,80205,Undisclosed,39.7524195,-104.9849471
Urban Dispensary,2675 W 38th Ave,Denver,CO,80211,Undisclosed,39.7695329,-105.020324
US Marijuana Dispensaries,19370 E Quincy Ave,Aurora,CO,80015,Undisclosed,39.6379956,-104.7614965
Verde Natural Marijuana Dispensary,302 Pearl St,Boulder,CO,80302,Recreational,40.0151476,-105.2913816
Verde Natural Marijuana Dispensary,5101 E Colfax Ave,Denver,CO,80220,Undisclosed,39.740218,-104.928498
Verde Natural Marijuana Dispensary,302 Pearl St,Boulder,CO,80302,Recreational,40.0151476,-105.2913816
Verts Neighborhood Dispensary,1205 W Elizabeth St,Fort Collins,CO,80521,Undisclosed,40.5743684,-105.0978292
The Village Green Society,2043 16th St,Boulder,CO,80302,Recreational,40.0197699,-105.2753688
Washington Medical Dispensary,4837 Washington St Suite 100,Denver,CO,80216,Undisclosed,39.7845029,-104.97855
Wicked Weed Dispensary,114 E Second St,Ordway,CO,81063,Undisclosed,38.216282,-103.756408
Wise Cannabis,21950 US-285,Fairplay,CO,80440,Recreational,39.2110035,-105.9944185
Wolfpac Cannabis,74 Federal Blvd,Denver,CO,80219,Undisclosed,39.7177993,-105.0250012
Wolfpac Cannabis,2420 S Colorado Blvd,Denver,CO,80222,Medical,39.6725348,-104.9405939
Wolfpac Cannabis,749 E Enterprise Drive,Pueblo,CO,81007,Recreational,38.3276058,-104.7120965
Xclusive Cannabis,15200 E 6th Ave,Aurora,CO,80011,Recreational,39.7250311,-104.8124222
Xclusive Cannabis,7200 Smith Road,Denver,CO,80207,Recreational,39.7753959,-104.9422916
Xclusive Cannabis,9462 Federal Blvd,Federal Heights,CO,80260,Recreational,39.8577732,-105.0249517
